period_start,site_id,cell_id,RRC_ConnEstabAtt_MOData,RRC_ConnEstabSucc_MOData,ERAB_EstabInitAttNbr_QCI1,ERAB_EstabInitSuccNbr_QCI1,HO_InterENBOutAtt,HO_InterENBOutSucc,RRU_PrbTotDl,RRU_PrbAvailDl,RRU_PrbTotUl,RRU_PrbAvailUl,PDCP_SDUVolumeDl_Bits,PDCP_SDUVolumeUl_Bits,DRB_IPThpDl_Kbps,DRB_IPThpUl_Kbps,Cell_UnavailableTime_S,RRC_ConnMax
2024-01-16 05:00:00,HWI002,HWI002-C2,284,283,252,250,98,96,17,100,2,100,202315238,9005594,59,2,5,20
2024-01-16 06:00:00,HWI002,HWI002-C2,1117,1113,905,901,335,330,35,100,35,100,404417297,184717982,120,54,0,75
2024-01-16 07:00:00,HWI002,HWI002-C2,1860,1851,1534,1528,616,604,62,100,47,100,885987363,251073889,267,67,120,164
2024-01-16 08:00:00,HWI002,HWI002-C2,1964,1956,1700,1694,659,647,67,100,43,100,894900825,197664376,255,58,0,151
2024-01-16 09:00:00,HWI002,HWI002-C2,1865,1855,1651,1645,679,670,70,100,43,100,799194176,218369811,218,65,0,125
2024-01-16 10:00:00,HWI002,HWI002-C2,1762,1761,1470,1460,558,549,64,100,41,100,828109537,188650649,244,50,5,161
2024-01-16 11:00:00,HWI002,HWI002-C2,1625,1619,1382,1376,588,576,54,100,37,100,655560346,183651326,195,46,0,144
2024-01-16 12:00:00,HWI002,HWI002-C2,1497,1489,1321,1320,538,530,61,100,42,100,718440380,219293967,198,60,0,107
2024-01-16 13:00:00,HWI002,HWI002-C2,1704,1693,1515,1513,520,511,52,100,36,100,617628290,157137956,187,42,0,116
2024-01-16 14:00:00,HWI002,HWI002-C2,1202,1199,987,985,306,301,44,100,30,100,536746675,147333791,158,43,0,91
2024-01-16 15:00:00,HWI002,HWI002-C2,1186,1180,970,969,356,349,45,100,26,100,597765956,119408803,181,33,0,91
2024-01-16 16:00:00,HWI002,HWI002-C2,1136,1134,994,993,338,335,40,100,29,100,558229672,141772857,156,36,0,90
2024-01-16 17:00:00,HWI002,HWI002-C2,2151,2140,1765,1764,730,723,83,100,52,100,1014288518,277922266,279,80,0,204
2024-01-16 18:00:00,HWI002,HWI002-C2,2629,2610,2255,2247,757,749,85,100,44,100,1187920764,191695182,317,50,0,184
2024-01-16 19:00:00,HWI002,HWI002-C2,2275,2271,1932,1918,698,691,90,100,53,100,1268491156,270870965,324,68,0,174
2024-01-16 20:00:00,HWI002,HWI002-C2,2349,2337,1983,1978,711,702,87,100,55,100,1039081290,251868844,285,76,1,165
2024-01-16 21:00:00,HWI002,HWI002-C2,2279,2265,2016,2009,683,672,79,100,48,100,913877711,235496631,235,60,2,189
2024-01-16 22:00:00,HWI002,HWI002-C2,1136,1132,1005,1002,417,411,36,100,25,100,461398833,121634222,127,33,0,71
2024-01-16 23:00:00,HWI002,HWI002-C2,1161,1159,1024,1020,328,324,40,100,24,100,514487451,112765295,132,31,180,80
2024-01-16 00:00:00,HWI002,HWI002-C3,297,295,261,260,91,89,9,100,6,100,104932997,28054094,30,7,0,22
2024-01-16 01:00:00,HWI002,HWI002-C3,271,269,221,220,96,94,12,100,5,100,137411398,23568051,34,6,1,20
2024-01-16 02:00:00,HWI002,HWI002-C3,294,292,259,257,92,91,6,100,8,100,71194792,34844182,18,10,0,23
2024-01-16 03:00:00,HWI002,HWI002-C3,276,275,229,227,94,92,9,100,2,100,121858861,8777004,33,2,1,22
2024-01-16 04:00:00,HWI002,HWI002-C3,292,290,255,254,100,98,4,100,10,100,55888271,52432099,15,13,0,19
2024-01-16 05:00:00,HWI002,HWI002-C3,283,281,240,238,91,89,8,100,1,100,111033655,4359226,33,1,0,22
2024-01-16 06:00:00,HWI002,HWI002-C3,1263,1254,1060,1059,382,376,42,100,28,100,528014044,147979739,146,37,2,100
2024-01-16 07:00:00,HWI002,HWI002-C3,1936,1929,1607,1605,633,625,60,100,47,100,742851327,202044363,217,52,0,150
2024-01-16 08:00:00,HWI002,HWI002-C3,2014,2008,1701,1694,729,710,72,100,49,100,833218438,220736977,233,60,0,138
2024-01-16 09:00:00,HWI002,HWI002-C3,1880,1875,1660,1654,538,523,71,100,45,100,825229424,193050430,249,50,0,164
2024-01-16 10:00:00,HWI002,HWI002-C3,1635,1627,1417,1416,545,539,55,100,45,100,725967065,225670182,184,65,0,123
2024-01-16 11:00:00,HWI002,HWI002-C3,1531,1525,1299,1295,544,536,58,100,40,100,664589815,200184829,195,57,30,110
2024-01-16 12:00:00,HWI002,HWI002-C3,1635,1631,1353,1347,512,506,63,100,36,100,888501581,153412777,230,40,0,107
2024-01-16 13:00:00,HWI002,HWI002-C3,1725,1716,1415,1414,440,431,63,100,38,100,840857069,183632894,256,53,0,110
2024-01-16 14:00:00,HWI002,HWI002-C3,1182,1176,987,983,373,364,43,100,21,100,557824224,100641617,162,29,120,85
2024-01-16 15:00:00,HWI002,HWI002-C3,1091,1083,916,912,359,351,45,100,21,100,603987057,89466089,166,22,0,83
2024-01-16 16:00:00,HWI002,HWI002-C3,1259,1254,1079,1078,425,419,37,100,26,100,456743593,126567119,119,32,0,92
2024-01-16 17:00:00,HWI002,HWI002-C3,2212,2201,1939,1929,764,755,81,100,59,100,964827924,317113136,292,85,0,158
2024-01-16 18:00:00,HWI002,HWI002-C3,2367,2359,1994,1990,768,755,87,100,56,100,1202888876,271539192,359,76,0,166
2024-01-16 19:00:00,HWI002,HWI002-C3,2281,2274,1998,1991,757,741,68,100,53,100,927577110,284894807,277,81,10,163
2024-01-16 20:00:00,HWI002,HWI002-C3,2533,2523,2153,2152,790,777,91,100,54,100,1065150602,238607998,319,61,180,157
2024-01-16 21:00:00,HWI002,HWI002-C3,2182,2177,1770,1765,791,782,88,100,55,100,1221804468,259251730,330,79,30,166
2024-01-16 22:00:00,HWI002,HWI002-C3,1218,1215,1080,1077,418,412,42,100,21,100,574246382,102485656,144,25,0,96
2024-01-16 23:00:00,HWI002,HWI002-C3,1262,1254,1022,1015,413,403,43,100,26,100,493520429,132475380,136,37,0,74
2024-01-16 00:00:00,HWI003,HWI003-C1,267,266,220,219,85,83,16,100,4,100,220694532,17436176,59,5,5,22
2024-01-16 01:00:00,HWI003,HWI003-C1,263,261,216,215,89,87,9,100,7,100,124665949,32675223,31,9,2,21
2024-01-16 02:00:00,HWI003,HWI003-C1,313,312,255,254,96,94,3,100,1,100,40384251,4620035,10,1,0,22
2024-01-16 03:00:00,HWI003,HWI003-C1,313,311,254,252,94,92,15,100,1,100,175947537,4434449,49,1,0,21
2024-01-16 04:00:00,HWI003,HWI003-C1,303,302,265,264,104,102,13,100,10,100,151535254,44285111,43,11,60,19
2024-01-16 05:00:00,HWI003,HWI003-C1,283,281,233,232,90,89,10,100,4,100,133046559,17315065,36,5,0,17
2024-01-16 06:00:00,HWI003,HWI003-C1,1064,1061,933,930,329,324,45,100,38,100,593967250,203736213,152,60,0,94
2024-01-16 07:00:00,HWI003,HWI003-C1,2010,1998,1774,1768,631,621,62,100,49,100,838553464,225699690,251,65,0,158
2024-01-16 08:00:00,HWI003,HWI003-C1,1875,1869,1531,1528,663,650,72,100,47,100,1003579044,238656444,293,60,0,160
2024-01-16 09:00:00,HWI003,HWI003-C1,1980,1967,1656,1655,700,683,73,100,53,100,1014387415,224672649,287,62,0,155
2024-01-16 10:00:00,HWI003,HWI003-C1,1665,1655,1398,1394,584,574,62,100,29,100,846848966,149855745,229,40,120,124
2024-01-16 11:00:00,HWI003,HWI003-C1,1627,1625,1336,1334,540,533,64,100,34,100,777639771,143911839,229,40,0,127
2024-01-16 12:00:00,HWI003,HWI003-C1,1388,1387,1140,1133,529,523,55,100,31,100,653456611,143324902,167,41,0,120
2024-01-16 13:00:00,HWI003,HWI003-C1,1658,1657,1389,1382,505,494,51,100,28,100,584333726,119680048,151,30,0,130
2024-01-16 14:00:00,HWI003,HWI003-C1,1198,1193,1044,1038,427,418,44,100,22,100,559383036,98720532,146,27,0,92
2024-01-16 15:00:00,HWI003,HWI003-C1,1177,1166,1006,1005,372,367,42,100,21,100,489368110,111278336,142,30,0,79
2024-01-16 16:00:00,HWI003,HWI003-C1,1216,1211,1040,1039,402,400,43,100,25,100,581094183,123181290,147,36,5,89
2024-01-16 17:00:00,HWI003,HWI003-C1,2137,2130,1891,1880,692,681,92,100,55,100,1094272161,270005143,291,82,0,179
2024-01-16 18:00:00,HWI003,HWI003-C1,2255,2253,1911,1905,774,759,96,100,50,100,1222032065,251404026,323,70,0,180
2024-01-16 19:00:00,HWI003,HWI003-C1,2253,2238,1990,1988,719,712,87,100,51,100,1200299462,255155269,335,76,0,200
2024-01-16 20:00:00,HWI003,HWI003-C1,2343,2330,1905,1904,747,737,74,100,49,100,860897026,254338870,245,77,180,194
2024-01-16 21:00:00,HWI003,HWI003-C1,2233,2219,1908,1906,782,768,89,100,61,100,1096778017,289185870,303,84,0,182
2024-01-16 22:00:00,HWI003,HWI003-C1,1132,1127,957,956,372,370,43,100,27,100,490604601,135320223,143,35,0,82
2024-01-16 23:00:00,HWI003,HWI003-C1,1130,1122,940,935,401,396,35,100,22,100,475746077,103237358,126,28,30,87
2024-01-16 00:00:00,HWI003,HWI003-C2,294,292,261,259,101,98,3,100,2,100,38355714,10224344,11,3,0,26
2024-01-16 01:00:00,HWI003,HWI003-C2,321,318,272,270,81,79,13,100,2,100,158958512,8716893,40,2,0,20
2024-01-16 02:00:00,HWI003,HWI003-C2,311,309,259,257,80,78,9,100,13,100,120468867,60128776,31,15,0,24
2024-01-16 03:00:00,HWI003,HWI003-C2,259,258,230,229,79,77,15,100,1,100,180580567,5354157,46,1,0,25
2024-01-16 04:00:00,HWI003,HWI003-C2,297,295,242,241,101,99,8,100,8,100,95938994,38470670,27,10,0,23
2024-01-16 05:00:00,HWI003,HWI003-C2,296,294,256,255,112,110,14,100,6,100,182126119,26332295,51,7,0,20
2024-01-16 06:00:00,HWI003,HWI003-C2,1068,1060,925,922,406,399,45,100,25,100,555348786,125212935,152,31,0,89
2024-01-16 07:00:00,HWI003,HWI003-C2,2136,2126,1795,1794,606,594,49,100,44,100,659888860,236054187,194,71,0,143
2024-01-16 08:00:00,HWI003,HWI003-C2,1808,1807,1608,1603,598,590,71,100,43,100,885147705,183141538,228,52,0,149
2024-01-16 09:00:00,HWI003,HWI003-C2,1883,1873,1597,1595,693,679,73,100,46,100,896614940,208596586,264,52,0,143
2024-01-16 10:00:00,HWI003,HWI003-C2,1543,1535,1322,1315,508,496,67,100,43,100,900389504,185787356,260,55,0,139
2024-01-16 11:00:00,HWI003,HWI003-C2,1626,1616,1406,1405,511,500,55,100,31,100,707876906,150977516,205,40,0,103
2024-01-16 12:00:00,HWI003,HWI003-C2,1573,1566,1351,1350,478,472,58,100,38,100,754721830,175761538,229,45,120,104
2024-01-16 13:00:00,HWI003,HWI003-C2,1584,1571,1352,1350,611,606,58,100,44,100,816927623,200125027,211,58,30,123
2024-01-16 14:00:00,HWI003,HWI003-C2,1081,1075,928,923,424,415,38,100,22,100,539058967,117274065,161,30,0,67
2024-01-16 15:00:00,HWI003,HWI003-C2,1080,1077,928,926,389,383,50,100,32,100,619325859,138038321,167,36,0,74
2024-01-16 16:00:00,HWI003,HWI003-C2,1050,1048,904,900,380,373,37,100,25,100,461821089,123405463,131,35,0,86
2024-01-16 17:00:00,HWI003,HWI003-C2,2208,2202,1903,1897,757,745,82,100,56,100,1061602182,296409245,318,78,0,200
2024-01-16 18:00:00,HWI003,HWI003-C2,2359,2355,2003,1993,718,704,81,100,51,100,1152035541,273128574,303,69,0,208
2024-01-16 19:00:00,HWI003,HWI003-C2,2372,2364,1999,1998,815,811,82,100,57,100,942873701,281749626,249,77,120,191
2024-01-16 20:00:00,HWI003,HWI003-C2,2454,2440,2018,2017,674,664,74,100,56,100,841998434,268807562,240,69,0,184
2024-01-16 21:00:00,HWI003,HWI003-C2,2175,2159,1906,1893,858,840,78,100,56,100,1080825423,258346727,290,73,120,199
2024-01-16 22:00:00,HWI003,HWI003-C2,1184,1173,1029,1022,456,447,37,100,26,100,475486867,132689815,136,36,0,94
2024-01-16 23:00:00,HWI003,HWI003-C2,1157,1149,970,967,373,364,41,100,32,100,487819258,138278787,125,37,0,85
2024-01-16 00:00:00,HWI003,HWI003-C3,274,273,243,242,101,99,12,100,12,100,140555886,60379338,41,17,0,17
2024-01-16 01:00:00,HWI003,HWI003-C3,287,285,254,252,81,79,16,100,7,100,229095940,36118855,65,10,0,22
2024-01-16 02:00:00,HWI003,HWI003-C3,281,278,248,246,98,97,15,100,10,100,190774013,47777032,55,14,0,24
2024-01-16 03:00:00,HWI003,HWI003-C3,296,295,241,240,91,88,16,100,2,100,204460291,8806377,58,2,0,27
2024-01-16 04:00:00,HWI003,HWI003-C3,265,263,230,229,97,95,9,100,10,100,110351967,52377267,28,15,2,21
2024-01-16 05:00:00,HWI003,HWI003-C3,294,293,251,250,103,101,4,100,8,100,50544199,41016187,15,12,180,21
2024-01-16 06:00:00,HWI003,HWI003-C3,1162,1159,1025,1024,426,422,41,100,30,100,563026721,137309908,163,36,30,93
2024-01-16 07:00:00,HWI003,HWI003-C3,1959,1952,1742,1734,652,640,80,100,44,100,1058917820,229095083,310,61,5,132
2024-01-16 08:00:00,HWI003,HWI003-C3,1964,1957,1650,1644,532,521,65,100,49,100,814886717,254495736,233,73,180,150
2024-01-16 09:00:00,HWI003,HWI003-C3,2046,2038,1740,1729,700,692,74,100,39,100,866798746,176747075,226,51,0,137
2024-01-16 10:00:00,HWI003,HWI003-C3,1782,1767,1575,1574,520,510,62,100,41,100,740233278,183104999,208,53,120,130
2024-01-16 11:00:00,HWI003,HWI003-C3,1739,1727,1409,1403,474,467,62,100,34,100,856464212,150634800,224,42,0,89
2024-01-16 12:00:00,HWI003,HWI003-C3,1689,1688,1407,1403,651,636,54,100,36,100,718476760,160703626,214,44,0,119
2024-01-16 13:00:00,HWI003,HWI003-C3,1805,1789,1558,1557,423,416,59,100,33,100,728582063,170862964,186,42,0,129
2024-01-16 14:00:00,HWI003,HWI003-C3,1077,1070,880,877,384,378,48,100,29,100,606494495,126046216,158,36,0,88
2024-01-16 15:00:00,HWI003,HWI003-C3,999,993,820,819,379,374,39,100,23,100,525550683,102548013,145,28,0,95
2024-01-16 16:00:00,HWI003,HWI003-C3,1156,1150,948,947,384,378,42,100,24,100,601438006,118684126,177,32,0,86
2024-01-16 17:00:00,HWI003,HWI003-C3,2164,2156,1816,1806,703,694,86,100,57,100,1043952368,266525594,298,67,30,144
2024-01-16 18:00:00,HWI003,HWI003-C3,2324,2308,1933,1927,888,875,80,100,49,100,922879374,247098690,235,65,0,165
2024-01-16 19:00:00,HWI003,HWI003-C3,2286,2281,1885,1878,821,804,90,100,52,100,1229060959,232992312,326,60,0,171
2024-01-16 20:00:00,HWI003,HWI003-C3,2106,2097,1716,1711,719,708,85,100,50,100,1122473185,268076603,337,77,30,179
2024-01-16 21:00:00,HWI003,HWI003-C3,2183,2182,1787,1780,792,782,81,100,54,100,1067448849,254835872,288,70,0,151
2024-01-16 22:00:00,HWI003,HWI003-C3,1166,1162,1004,993,407,398,40,100,25,100,513558325,110821001,144,27,0,82
2024-01-16 23:00:00,HWI003,HWI003-C3,1158,1156,1029,1028,378,369,44,100,30,100,551665368,148686535,139,41,0,96
2024-01-16 00:00:00,SWP002,SWP002-C1,252,251,221,219,96,94,8,100,11,100,113388877,53421522,29,15,10,17
2024-01-16 01:00:00,SWP002,SWP002-C1,289,287,241,240,111,108,14,100,1,100,192369056,5153208,58,1,0,26
2024-01-16 02:00:00,SWP002,SWP002-C1,315,313,264,263,91,89,5,100,11,100,64900529,56622945,17,14,5,17
2024-01-16 03:00:00,SWP002,SWP002-C1,309,307,268,267,103,100,15,100,12,100,187878931,56356565,50,15,180,18
2024-01-16 04:00:00,SWP002,SWP002-C1,298,296,259,257,90,88,11,100,9,100,131946291,39219207,36,10,0,19
2024-01-16 05:00:00,SWP002,SWP002-C1,291,290,250,248,97,95,16,100,5,100,222162441,26508396,57,7,0,20
2024-01-16 06:00:00,SWP002,SWP002-C1,1133,1125,952,951,333,330,48,100,30,100,628568850,152265378,186,39,0,95
2024-01-16 07:00:00,SWP002,SWP002-C1,2067,2062,1682,1669,694,682,65,100,47,100,868684832,219510986,231,56,0,158
2024-01-16 08:00:00,SWP002,SWP002-C1,1988,1986,1631,1628,696,684,72,100,46,100,941745249,232227505,253,69,0,135
2024-01-16 09:00:00,SWP002,SWP002-C1,2015,2009,1728,1727,606,594,68,100,46,100,971084654,221475193,271,62,120,171
2024-01-16 10:00:00,SWP002,SWP002-C1,1610,1598,1394,1390,544,539,65,100,35,100,850740146,186934691,258,55,0,104
2024-01-16 11:00:00,SWP002,SWP002-C1,1526,1520,1245,1235,530,520,58,100,33,100,745311287,164649560,216,48,30,122
2024-01-16 12:00:00,SWP002,SWP002-C1,1562,1555,1382,1375,513,501,69,100,33,100,987322515,168304999,286,43,1,131
2024-01-16 13:00:00,SWP002,SWP002-C1,1674,1668,1430,1428,576,574,52,100,33,100,611689349,172018896,186,52,0,126
2024-01-16 14:00:00,SWP002,SWP002-C1,1178,1173,957,955,393,388,47,100,25,100,615192500,109206482,176,32,2,84
2024-01-16 15:00:00,SWP002,SWP002-C1,1049,1045,867,865,382,376,32,100,25,100,395586285,107601524,112,32,180,100
2024-01-16 16:00:00,SWP002,SWP002-C1,1164,1155,998,993,355,347,45,100,19,100,553402195,90684403,139,24,30,84
2024-01-16 17:00:00,SWP002,SWP002-C1,2283,2266,2000,1990,738,729,89,100,53,100,1088153006,237787016,309,70,0,182
2024-01-16 18:00:00,SWP002,SWP002-C1,2174,2170,1788,1783,740,732,83,100,48,100,975224977,247525684,287,70,0,180
2024-01-16 19:00:00,SWP002,SWP002-C1,2198,2185,1862,1857,740,730,86,100,49,100,1060255173,257371329,298,71,0,186
2024-01-16 20:00:00,SWP002,SWP002-C1,2349,2346,1905,1901,687,681,78,100,51,100,986326430,246504698,289,71,0,148
2024-01-16 21:00:00,SWP002,SWP002-C1,2212,2201,1831,1826,723,713,81,100,48,100,1148441022,207671997,289,62,0,191
2024-01-16 22:00:00,SWP002,SWP002-C1,1172,1169,989,985,406,399,37,100,29,100,428475162,141366446,117,42,10,86
2024-01-16 23:00:00,SWP002,SWP002-C1,1252,1250,1104,1100,386,378,39,100,26,100,558154765,123045012,153,32,0,92
2024-01-16 00:00:00,SWP002,SWP002-C2,272,270,229,228,102,100,15,100,6,100,208336838,26012886,61,7,10,17
2024-01-16 01:00:00,SWP002,SWP002-C2,296,294,242,241,104,102,9,100,3,100,107194046,13247134,29,3,0,19
2024-01-16 02:00:00,SWP002,SWP002-C2,322,321,266,264,101,99,8,100,1,100,93010583,4534896,26,1,0,20
2024-01-16 03:00:00,SWP002,SWP002-C2,281,279,248,247,88,86,14,100,13,100,200460393,63937581,60,16,0,25
2024-01-16 04:00:00,SWP002,SWP002-C2,307,306,252,251,102,100,2,100,1,100,28475729,5072545,7,1,60,17
2024-01-16 05:00:00,SWP002,SWP002-C2,314,313,256,255,98,96,9,100,4,100,116228691,20119424,31,5,180,26
2024-01-16 06:00:00,SWP002,SWP002-C2,1127,1122,939,938,365,359,39,100,26,100,514413254,138934098,154,34,0,78
2024-01-16 07:00:00,SWP002,SWP002-C2,1812,1809,1592,1589,649,640,74,100,50,100,1012326227,257299478,263,77,0,151
2024-01-16 08:00:00,SWP002,SWP002-C2,2044,2034,1728,1716,646,632,81,100,47,100,923578099,199762284,257,56,0,175
2024-01-16 09:00:00,SWP002,SWP002-C2,1985,1977,1721,1716,591,580,69,100,48,100,924212447,217886209,247,58,0,142
2024-01-16 10:00:00,SWP002,SWP002-C2,1536,1529,1294,1289,522,513,66,100,33,100,905661012,141071197,232,42,1,126
2024-01-16 11:00:00,SWP002,SWP002-C2,1694,1691,1426,1420,477,471,55,100,34,100,677293928,166895620,203,45,60,106
2024-01-16 12:00:00,SWP002,SWP002-C2,1638,1626,1334,1329,507,502,58,100,34,100,742930459,181877506,210,47,10,122
2024-01-16 13:00:00,SWP002,SWP002-C2,1689,1682,1481,1473,629,620,50,100,32,100,686238597,142740859,175,35,0,129
2024-01-16 14:00:00,SWP002,SWP002-C2,1196,1192,1009,1005,332,326,35,100,21,100,423734853,112571985,119,28,0,98
2024-01-16 15:00:00,SWP002,SWP002-C2,1232,1230,1066,1065,336,330,44,100,23,100,598874812,113761374,151,31,0,78
2024-01-16 16:00:00,SWP002,SWP002-C2,1061,1056,929,927,383,378,34,100,26,100,395393073,114228957,106,28,0,84
2024-01-16 17:00:00,SWP002,SWP002-C2,2281,2266,1921,1920,729,717,92,100,50,100,1072837382,225173562,270,63,0,192
2024-01-16 18:00:00,SWP002,SWP002-C2,2593,2574,2203,2194,679,662,88,100,45,100,1205310494,191434915,341,57,120,142
2024-01-16 19:00:00,SWP002,SWP002-C2,2376,2362,1951,1945,812,800,86,100,46,100,1147363256,206414028,320,63,0,206
2024-01-16 20:00:00,SWP002,SWP002-C2,2085,2078,1834,1828,718,707,85,100,51,100,1143259882,234414378,294,68,0,176
2024-01-16 21:00:00,SWP002,SWP002-C2,2162,2154,1829,1823,762,748,87,100,56,100,1002909645,244038246,274,73,0,150
2024-01-16 22:00:00,SWP002,SWP002-C2,1406,1400,1171,1170,363,355,41,100,27,100,508107100,138105067,130,42,60,80
2024-01-16 23:00:00,SWP002,SWP002-C2,1188,1184,998,996,415,409,37,100,32,100,461217314,138489894,126,40,10,75
2024-01-16 00:00:00,SWP002,SWP002-C3,287,285,236,234,92,90,8,100,4,100,106681601,20713040,28,5,0,22
2024-01-16 01:00:00,SWP002,SWP002-C3,284,282,235,234,99,97,4,100,7,100,53382781,36143188,14,9,10,19
2024-01-16 02:00:00,SWP002,SWP002-C3,299,297,260,259,83,82,8,100,1,100,93745969,4767034,26,1,0,23
2024-01-16 03:00:00,SWP002,SWP002-C3,308,307,258,257,90,88,1,100,3,100,11571316,12958544,3,3,2,19
2024-01-16 04:00:00,SWP002,SWP002-C3,296,295,246,245,99,97,13,100,1,100,180698962,4670266,54,1,0,20
2024-01-16 05:00:00,SWP002,SWP002-C3,266,264,233,232,98,96,2,100,4,100,25088423,18223312,6,5,0,14
2024-01-16 06:00:00,SWP002,SWP002-C3,1153,1146,937,934,369,364,40,100,26,100,482952000,129167632,123,36,60,76
2024-01-16 07:00:00,SWP002,SWP002-C3,1734,1726,1425,1417,567,557,75,100,47,100,997716944,249329073,257,62,2,165
2024-01-16 08:00:00,SWP002,SWP002-C3,2023,2016,1777,1773,758,748,64,100,46,100,781246127,206048766,227,51,0,160
2024-01-16 09:00:00,SWP002,SWP002-C3,1910,1897,1681,1677,716,705,65,100,43,100,873161124,225052021,218,65,0,139
2024-01-16 10:00:00,SWP002,SWP002-C3,1304,1295,1090,1089,525,516,56,100,38,100,639112444,185209300,185,51,0,134
2024-01-16 11:00:00,SWP002,SWP002-C3,1538,1532,1305,1302,517,508,59,100,31,100,727860170,162487378,196,47,1,123
2024-01-16 12:00:00,SWP002,SWP002-C3,1525,1514,1248,1244,564,556,56,100,32,100,782081601,167304710,217,45,0,122
2024-01-16 13:00:00,SWP002,SWP002-C3,1425,1419,1198,1196,555,542,60,100,43,100,693702401,215704869,205,61,0,150
2024-01-16 14:00:00,SWP002,SWP002-C3,1035,1029,870,866,387,381,44,100,30,100,530115118,143265946,148,39,0,84
2024-01-16 15:00:00,SWP002,SWP002-C3,1141,1133,1014,1013,390,385,38,100,21,100,512216976,100241826,144,27,0,110
2024-01-16 16:00:00,SWP002,SWP002-C3,1208,1205,1003,1000,412,407,43,100,31,100,580082012,137897357,148,40,5,84
2024-01-16 17:00:00,SWP002,SWP002-C3,2099,2086,1819,1813,712,696,81,100,55,100,925090581,244973247,256,73,0,210
2024-01-16 18:00:00,SWP002,SWP002-C3,2247,2244,1985,1977,708,694,86,100,54,100,1101580989,254201609,294,73,0,169
2024-01-16 19:00:00,SWP002,SWP002-C3,2198,2184,1797,1792,726,718,85,100,54,100,1181881347,285062359,336,83,0,161
2024-01-16 20:00:00,SWP002,SWP002-C3,2360,2348,1974,1973,754,736,77,100,50,100,1045454017,243897444,300,61,0,166
2024-01-16 21:00:00,SWP002,SWP002-C3,2304,2293,1960,1959,863,851,89,100,49,100,1114205363,218822752,296,60,60,165
2024-01-16 22:00:00,SWP002,SWP002-C3,1226,1220,1035,1031,302,297,35,100,26,100,404274121,121276438,111,30,0,83
2024-01-16 23:00:00,SWP002,SWP002-C3,1175,1172,1036,1035,356,349,42,100,25,100,557640250,115706938,152,34,0,89
2024-01-17 00:00:00,HWI001,HWI001-C1,281,279,230,229,89,87,13,100,8,100,153061652,39234122,43,9,0,25
2024-01-17 01:00:00,HWI001,HWI001-C1,266,265,225,223,107,105,12,100,5,100,143406038,25213441,41,7,0,21
2024-01-17 02:00:00,HWI001,HWI001-C1,296,295,261,260,98,96,4,100,8,100,55748415,33941920,15,8,120,19
2024-01-17 03:00:00,HWI001,HWI001-C1,291,289,244,243,96,94,2,100,7,100,26686360,30850471,7,8,0,20
2024-01-17 04:00:00,HWI001,HWI001-C1,303,300,266,265,101,99,19,100,1,100,221760500,4908368,56,1,0,18
2024-01-17 05:00:00,HWI001,HWI001-C1,275,273,241,240,86,84,11,100,5,100,144629907,25188720,41,7,0,20
2024-01-17 06:00:00,HWI001,HWI001-C1,1067,1063,876,875,353,348,50,100,24,100,604783223,117464952,171,32,0,82
2024-01-17 07:00:00,HWI001,HWI001-C1,1961,1959,1701,1694,625,614,80,100,43,100,1069320098,182323441,281,46,0,154
2024-01-17 08:00:00,HWI001,HWI001-C1,1924,1916,1559,1552,627,614,77,100,52,100,1050975273,264490404,281,76,0,156
2024-01-17 09:00:00,HWI001,HWI001-C1,1953,1952,1605,1603,622,610,69,100,52,100,961696900,226315071,293,66,0,164
2024-01-17 10:00:00,HWI001,HWI001-C1,1586,1584,1334,1329,453,443,64,100,49,100,767516482,227865582,228,63,180,106
2024-01-17 11:00:00,HWI001,HWI001-C1,1421,1414,1203,1199,458,448,57,100,33,100,704878164,164327284,182,44,0,109
2024-01-17 12:00:00,HWI001,HWI001-C1,1546,1540,1298,1296,554,545,71,100,38,100,840817657,185826698,214,47,0,129
2024-01-17 13:00:00,HWI001,HWI001-C1,1812,1805,1612,1608,508,495,60,100,29,100,847051607,151576186,230,45,0,134
2024-01-17 14:00:00,HWI001,HWI001-C1,1061,1057,872,869,414,407,46,100,27,100,581333456,133628849,152,35,180,68
2024-01-17 15:00:00,HWI001,HWI001-C1,1227,1221,1032,1029,343,334,44,100,30,100,625322426,131466617,178,37,0,63
2024-01-17 16:00:00,HWI001,HWI001-C1,1146,1140,941,940,406,398,43,100,24,100,559089860,110965569,164,30,0,78
2024-01-17 17:00:00,HWI001,HWI001-C1,2509,2492,2151,2131,660,650,78,100,48,100,1035376208,221425621,288,57,0,194
2024-01-17 18:00:00,HWI001,HWI001-C1,2006,2001,1630,1621,873,861,79,100,58,100,1034080043,251144447,261,74,0,184
2024-01-17 19:00:00,HWI001,HWI001-C1,2278,2266,1887,1881,763,743,90,100,59,100,1026571220,311447601,303,77,0,172
2024-01-17 20:00:00,HWI001,HWI001-C1,2218,2207,1806,1803,731,720,80,100,49,100,1140361697,220029562,316,56,60,202
2024-01-17 21:00:00,HWI001,HWI001-C1,2411,2398,2129,2117,820,806,85,100,63,100,1153851086,330635822,329,98,0,174
2024-01-17 22:00:00,HWI001,HWI001-C1,1057,1054,939,938,422,410,43,100,27,100,567323070,125939046,155,31,0,80
2024-01-17 23:00:00,HWI001,HWI001-C1,1094,1087,916,914,337,332,39,100,28,100,494322400,130951637,136,36,5,89
